datetime,temperature,altitude,humidity,pressure
19:09:46 20/07/2023,32.21600000000001,98.388,59.49499999999999,1001.489
19:11:52 20/07/2023,32.221000000000004,98.443,59.716,1001.4830000000002
19:13:58 20/07/2023,32.227999999999994,98.381,59.925,1001.49
19:16:04 20/07/2023,32.234,98.449,60.04799999999999,1001.483
19:18:11 20/07/2023,32.239000000000004,98.255,60.14999999999999,1001.504
19:20:17 20/07/2023,32.24100000000001,98.27,60.355,1001.503
19:22:21 20/07/2023,32.249,98.216,60.581,1001.509
19:24:26 20/07/2023,32.247,98.11,60.73100000000001,1001.523
19:26:34 20/07/2023,32.235,98.034,60.757000000000005,1001.531
19:28:41 20/07/2023,31.577777777777776,97.77111111111113,60.85333333333334,1001.5622222222224
19:30:48 20/07/2023,31.381,97.758,61.076,1001.563
19:32:49 20/07/2023,31.367,97.755,61.209,1001.564
19:34:51 20/07/2023,31.351,97.714,61.169,1001.568
19:36:55 20/07/2023,31.331,97.694,61.302,1001.5689999999998
19:39:00 20/07/2023,31.311,97.568,61.573,1001.586
19:41:04 20/07/2023,31.293000000000006,97.747,61.923,1001.565
19:43:11 20/07/2023,31.279,97.753,62.181,1001.563
19:45:16 20/07/2023,31.254,97.744,62.38699999999999,1001.565
19:47:23 20/07/2023,31.233000000000004,97.78,62.508,1001.56
19:49:27 20/07/2023,31.209,97.758,62.66700000000001,1001.562
19:51:30 20/07/2023,31.188,97.829,62.844,1001.554
19:53:33 20/07/2023,31.162,97.901,63.045,1001.546
19:55:37 20/07/2023,29.77777777777778,97.00222222222224,72.2488888888889,1001.6544444444444
19:57:42 20/07/2023,29.377,96.815,74.88399999999999,1001.676
19:59:45 20/07/2023,29.363000000000007,96.948,75.01799999999999,1001.659
20:01:50 20/07/2023,29.352000000000004,96.69,75.099,1001.692
20:03:56 20/07/2023,29.34,96.703,75.13699999999999,1001.6900000000002
20:06:01 20/07/2023,29.326,96.673,75.21300000000001,1001.696
20:08:07 20/07/2023,29.318,96.608,75.304,1001.7
20:10:11 20/07/2023,29.307,96.469,75.345,1001.7159999999998
20:12:16 20/07/2023,29.291000000000004,96.498,75.368,1001.712
20:14:19 20/07/2023,29.281999999999996,96.57500000000002,75.69800000000001,1001.704
20:16:24 20/07/2023,29.272,96.553,75.97299999999998,1001.706
20:18:28 20/07/2023,29.261000000000003,96.513,76.113,1001.711
20:20:33 20/07/2023,29.245,96.533,76.28899999999999,1001.7100000000004
20:22:41 20/07/2023,28.58375,94.56,84.15375,1001.9425
20:24:45 20/07/2023,28.360000000000003,93.776,86.88200000000002,1002.0379999999998
20:26:49 20/07/2023,28.357,93.745,87.083,1002.0400000000002
20:28:55 20/07/2023,28.35,93.745,87.24699999999999,1002.0419999999998
20:31:00 20/07/2023,28.346,93.695,87.44300000000001,1002.046
20:33:03 20/07/2023,28.334,93.744,87.59299999999999,1002.041
20:35:06 20/07/2023,28.328,93.843,87.826,1002.03
20:37:12 20/07/2023,28.32,93.765,88.04099999999998,1002.04
20:39:16 20/07/2023,28.312,93.616,88.351,1002.055
20:41:23 20/07/2023,28.306,93.543,88.51899999999999,1002.062
20:43:26 20/07/2023,28.3,93.56699999999998,88.667,1002.065
20:45:29 20/07/2023,28.288,93.738,88.799,1002.042
20:47:32 20/07/2023,28.279000000000003,93.631,88.86699999999999,1002.056
20:49:36 20/07/2023,27.8,92.0925,97.2325,1002.23625
20:51:40 20/07/2023,27.636000000000003,91.597,100.0,1002.2989999999998
20:53:45 20/07/2023,27.631,91.493,100.0,1002.309
20:55:49 20/07/2023,27.619,91.524,100.0,1002.3099999999998
20:57:52 20/07/2023,27.619,91.421,100.0,1002.317
20:59:58 20/07/2023,27.613,91.311,100.0,1002.3300000000002
21:02:06 20/07/2023,27.606,91.379,100.0,1002.322
21:04:11 20/07/2023,27.597,91.272,100.0,1002.336
21:06:16 20/07/2023,27.586,91.406,100.0,1002.317
21:08:21 20/07/2023,27.579,91.39,100.0,1002.324
21:10:27 20/07/2023,27.572,91.258,100.0,1002.339
21:12:32 20/07/2023,27.564,91.258,100.0,1002.335
21:14:37 20/07/2023,27.553000000000004,91.331,100.0,1002.328
21:16:43 20/07/2023,27.307,89.811,100.0,1002.509
21:18:47 20/07/2023,27.306,89.672,100.0,1002.527
21:20:51 20/07/2023,27.304,89.658,100.0,1002.529
21:22:56 20/07/2023,27.293,89.614,100.0,1002.534
21:25:00 20/07/2023,27.283,89.70700000000001,100.0,1002.5220000000002
21:27:05 20/07/2023,27.281,89.459,100.0,1002.552
21:29:11 20/07/2023,27.271000000000004,89.668,100.0,1002.526
21:31:16 20/07/2023,27.271000000000004,89.57000000000001,100.0,1002.537
21:33:21 20/07/2023,27.26,89.65700000000001,100.0,1002.528
21:35:28 20/07/2023,27.257,89.59800000000001,100.0,1002.534
21:37:32 20/07/2023,27.249,89.65099999999998,100.0,1002.529
21:39:38 20/07/2023,27.245555555555555,89.54666666666665,100.0,1002.5366666666666
21:41:40 20/07/2023,27.008000000000003,87.914,100.0,1002.735
21:43:45 20/07/2023,27.009,88.024,100.0,1002.722
21:45:49 20/07/2023,27.004,88.03699999999999,100.0,1002.72
21:47:55 20/07/2023,27.0,88.158,100.0,1002.7050000000002
21:49:59 20/07/2023,27.003000000000004,88.05799999999999,100.0,1002.718
21:52:04 20/07/2023,27.001,88.139,100.0,1002.708
21:54:12 20/07/2023,27.0,88.00199999999998,100.0,1002.726
21:56:15 20/07/2023,26.996,87.996,100.0,1002.726
21:58:18 20/07/2023,26.992,88.084,100.0,1002.715
22:00:21 20/07/2023,26.994,88.071,100.0,1002.716
22:02:27 20/07/2023,26.993,87.99499999999999,100.0,1002.725
22:04:34 20/07/2023,26.987777777777776,88.05,100.0,1002.7188888888892
22:06:38 20/07/2023,26.66,87.8625,99.3,1002.745
22:08:43 20/07/2023,26.663000000000004,87.89599999999999,99.333,1002.737
22:10:47 20/07/2023,26.663,87.877,99.343,1002.738
22:12:52 20/07/2023,26.661,87.84400000000001,99.358,1002.744
22:14:54 20/07/2023,26.659,87.874,99.363,1002.742
22:16:59 20/07/2023,26.651,87.89599999999999,99.381,1002.738
22:19:03 20/07/2023,26.653,87.711,99.398,1002.757
22:21:09 20/07/2023,26.649,87.849,99.42900000000002,1002.742
22:23:13 20/07/2023,26.643999999999995,87.887,99.443,1002.739
22:25:18 20/07/2023,26.646,87.76499999999999,99.43200000000002,1002.753
22:27:23 20/07/2023,26.643,87.787,99.42900000000002,1002.752
22:29:28 20/07/2023,26.639,87.81400000000001,99.436,1002.747
22:31:31 20/07/2023,26.355000000000004,87.535,99.85875,1002.78125
22:33:35 20/07/2023,26.259000000000004,87.436,100.0,1002.791
22:35:40 20/07/2023,26.259,87.358,100.0,1002.8009999999998
22:37:44 20/07/2023,26.258,87.41900000000001,100.0,1002.793
22:39:48 20/07/2023,26.258,87.43700000000001,100.0,1002.7909999999998
22:41:53 20/07/2023,26.254,87.359,100.0,1002.8
22:43:59 20/07/2023,26.254,87.53200000000001,100.0,1002.78
22:46:02 20/07/2023,26.251,87.38799999999999,100.0,1002.798
22:48:08 20/07/2023,26.252,87.481,100.0,1002.787
22:50:12 20/07/2023,26.25,87.26700000000001,100.0,1002.811
22:52:17 20/07/2023,26.244,87.345,100.0,1002.803
22:54:21 20/07/2023,26.242,87.43799999999999,100.0,1002.791
22:56:25 20/07/2023,26.243,87.31499999999998,100.0,1002.807
22:58:31 20/07/2023,26.059999999999995,86.63499999999999,100.0,1002.888
23:00:34 20/07/2023,26.056,86.631,100.0,1002.889
23:02:40 20/07/2023,26.059,86.61399999999999,100.0,1002.89
23:04:44 20/07/2023,26.052000000000003,86.641,100.0,1002.887
23:06:50 20/07/2023,26.047999999999995,86.545,100.0,1002.901
23:08:52 20/07/2023,26.043,86.69000000000001,100.0,1002.88
23:10:57 20/07/2023,26.039,86.513,100.0,1002.9009999999998
23:13:01 20/07/2023,26.039000000000005,86.47,100.0,1002.906
23:15:04 20/07/2023,26.043,86.41000000000001,100.0,1002.915
23:17:07 20/07/2023,26.033,86.396,100.0,1002.916
23:19:12 20/07/2023,26.034,86.414,100.0,1002.912
23:21:16 20/07/2023,26.038,86.30600000000001,100.0,1002.926
23:23:21 20/07/2023,25.823,86.33399999999999,100.0,1002.922
23:25:28 20/07/2023,25.815999999999995,86.37200000000001,100.0,1002.919
23:27:31 20/07/2023,25.806,86.30199999999999,100.0,1002.927
23:29:36 20/07/2023,25.800000000000004,86.389,100.0,1002.917
23:31:39 20/07/2023,25.79,86.473,100.0,1002.907
23:33:44 20/07/2023,25.784,86.458,100.0,1002.9079999999998
23:35:49 20/07/2023,25.781,86.41,100.0,1002.913
23:37:53 20/07/2023,25.778,86.38400000000001,100.0,1002.919
23:39:58 20/07/2023,25.77,86.43800000000002,100.0,1002.91
23:42:00 20/07/2023,25.766,86.30600000000001,100.0,1002.928
23:44:04 20/07/2023,25.765000000000004,86.252,100.0,1002.934
23:46:08 20/07/2023,25.76111111111111,86.0311111111111,100.0,1002.957777777778
23:48:11 20/07/2023,25.46555555555556,85.79444444444444,100.0,1002.9866666666666
23:50:13 20/07/2023,25.473,85.825,100.0,1002.984
23:52:20 20/07/2023,25.487,85.78300000000002,100.0,1002.991
23:54:22 20/07/2023,25.495,85.821,100.0,1002.984
23:56:27 20/07/2023,25.504,85.752,100.0,1002.994
23:58:31 20/07/2023,25.513,85.623,100.0,1003.006
00:00:33 21/07/2023,25.517000000000003,85.70500000000001,100.0,1002.998
00:02:39 21/07/2023,25.519,85.67900000000002,100.0,1003.002
00:04:44 21/07/2023,25.532,85.676,100.0,1003.003
00:06:49 21/07/2023,25.537,85.70299999999999,100.0,1003.0
00:08:55 21/07/2023,25.541,85.741,100.0,1002.995
00:11:01 21/07/2023,25.55111111111112,85.62222222222222,100.0,1003.0066666666668
00:13:06 21/07/2023,25.501,85.10100000000001,100.0,1003.07
00:15:10 21/07/2023,25.491000000000003,85.227,100.0,1003.055
00:17:13 21/07/2023,25.497000000000003,85.018,100.0,1003.078
00:19:16 21/07/2023,25.485,85.09700000000001,100.0,1003.07
00:21:19 21/07/2023,25.483,85.17699999999999,100.0,1003.062
00:23:22 21/07/2023,25.481,85.164,100.0,1003.066
00:25:26 21/07/2023,25.478,85.03,100.0,1003.079
00:27:32 21/07/2023,25.468,85.014,100.0,1003.079
00:29:39 21/07/2023,25.474,84.999,100.0,1003.084
00:31:46 21/07/2023,25.469,84.91,100.0,1003.093
00:33:48 21/07/2023,25.464,85.023,100.0,1003.0800000000002
00:35:52 21/07/2023,25.458888888888893,84.95,100.0,1003.0866666666668
00:37:56 21/07/2023,25.380000000000003,84.58999999999999,100.0,1003.132
00:39:59 21/07/2023,25.379,84.57900000000001,100.0,1003.132
00:42:06 21/07/2023,25.374,84.50399999999999,100.0,1003.14
00:44:08 21/07/2023,25.372,84.42,100.0,1003.152
00:46:10 21/07/2023,25.367,84.53900000000002,100.0,1003.135
00:48:16 21/07/2023,25.366000000000003,84.522,100.0,1003.14
00:50:20 21/07/2023,25.358,84.651,100.0,1003.124
00:52:23 21/07/2023,25.353,84.624,100.0,1003.126
00:54:29 21/07/2023,25.351,84.647,100.0,1003.125
00:56:33 21/07/2023,25.346,84.59200000000001,100.0,1003.1320000000002
00:58:37 21/07/2023,25.341,84.75500000000001,100.0,1003.112
01:00:41 21/07/2023,25.341,84.66499999999999,100.0,1003.121
01:02:46 21/07/2023,25.469,83.73299999999999,100.0,1003.232
01:04:47 21/07/2023,25.468,83.725,100.0,1003.235
01:06:52 21/07/2023,25.474,83.71000000000001,100.0,1003.237
01:08:55 21/07/2023,25.471,83.736,100.0,1003.234
01:11:00 21/07/2023,25.476,83.674,100.0,1003.241
01:13:05 21/07/2023,25.484,83.643,100.0,1003.245
01:15:11 21/07/2023,25.481,83.785,100.0,1003.227
01:17:15 21/07/2023,25.482000000000003,83.765,100.0,1003.23
01:19:20 21/07/2023,25.484,83.72999999999999,100.0,1003.238
01:21:26 21/07/2023,25.483,83.81700000000001,100.0,1003.223
01:23:29 21/07/2023,25.482,83.811,100.0,1003.225
01:25:34 21/07/2023,25.478,83.758,100.0,1003.229
01:27:39 21/07/2023,25.335,84.09900000000002,100.0,1003.1900000000002
01:29:47 21/07/2023,25.329999999999995,84.009,100.0,1003.2
01:31:51 21/07/2023,25.329,84.081,100.0,1003.191
01:33:54 21/07/2023,25.329,84.18300000000002,100.0,1003.179
01:35:59 21/07/2023,25.332,84.125,100.0,1003.187
01:38:05 21/07/2023,25.332,84.071,100.0,1003.193
01:40:09 21/07/2023,25.325,84.12899999999999,100.0,1003.1849999999998
01:42:10 21/07/2023,25.318,84.26699999999998,100.0,1003.167
01:44:12 21/07/2023,25.319,84.14099999999999,100.0,1003.185
01:46:15 21/07/2023,25.312,84.21900000000001,100.0,1003.176
01:48:19 21/07/2023,25.315,84.229,100.0,1003.176
01:50:25 21/07/2023,25.311,84.15100000000001,100.0,1003.183
01:52:27 21/07/2023,25.021000000000004,83.83000000000001,100.0,1003.221
01:54:30 21/07/2023,25.011000000000003,83.888,100.0,1003.215
01:56:33 21/07/2023,25.017000000000003,83.65700000000001,100.0,1003.242
01:58:37 21/07/2023,25.011000000000003,83.843,100.0,1003.221
02:00:41 21/07/2023,25.011000000000003,83.774,100.0,1003.2279999999998
02:02:46 21/07/2023,25.009,83.875,100.0,1003.217
02:04:51 21/07/2023,25.003,83.893,100.0,1003.2140000000002
02:06:57 21/07/2023,25.003000000000004,83.95,100.0,1003.209
02:09:01 21/07/2023,24.997,83.88399999999999,100.0,1003.215
02:11:04 21/07/2023,24.993,83.977,100.0,1003.205
02:13:07 21/07/2023,24.988,84.05,100.0,1003.196
02:15:11 21/07/2023,24.992222222222225,83.95333333333333,100.0,1003.2066666666668
02:17:16 21/07/2023,24.933000000000003,83.05199999999999,100.0,1003.313
02:19:19 21/07/2023,24.932,82.96400000000003,100.0,1003.326
02:21:20 21/07/2023,24.934,82.923,100.0,1003.3300000000002
02:23:24 21/07/2023,24.93,82.909,100.0,1003.334
02:25:30 21/07/2023,24.925,83.11300000000001,100.0,1003.307
02:27:33 21/07/2023,24.932,82.902,100.0,1003.331
02:29:37 21/07/2023,24.932,82.93800000000002,100.0,1003.328
02:31:41 21/07/2023,24.926,83.002,100.0,1003.32
02:33:45 21/07/2023,24.924,82.886,100.0,1003.334
02:35:48 21/07/2023,24.923,82.804,100.0,1003.344
02:37:55 21/07/2023,24.922000000000004,82.83699999999999,100.0,1003.341
02:39:58 21/07/2023,24.921111111111117,82.77777777777777,100.0,1003.3477777777777
02:42:03 21/07/2023,24.512,82.84200000000001,100.0,1003.339
02:44:08 21/07/2023,24.506,82.958,100.0,1003.325
02:46:10 21/07/2023,24.49,82.89899999999997,100.0,1003.333
02:48:13 21/07/2023,24.485,82.803,100.0,1003.346
02:50:17 21/07/2023,24.477,82.744,100.0,1003.351
02:52:21 21/07/2023,24.466,82.79199999999999,100.0,1003.346
02:54:26 21/07/2023,24.454999999999995,82.667,100.0,1003.358
02:56:28 21/07/2023,24.45,82.52799999999999,100.0,1003.379
02:58:34 21/07/2023,24.445,82.53400000000002,100.0,1003.376
03:00:38 21/07/2023,24.44,82.472,100.0,1003.383
03:02:42 21/07/2023,24.429,82.49100000000001,100.0,1003.382
03:04:47 21/07/2023,24.424444444444443,82.49777777777777,100.0,1003.38
03:06:49 21/07/2023,23.742,82.586,100.0,1003.37
03:08:54 21/07/2023,23.739,82.55,100.0,1003.374
03:10:59 21/07/2023,23.738,82.4,100.0,1003.394
03:13:04 21/07/2023,23.733,82.56800000000001,100.0,1003.372
03:15:10 21/07/2023,23.738,82.49199999999999,100.0,1003.382
03:17:14 21/07/2023,23.739000000000004,82.50800000000001,100.0,1003.381
03:19:17 21/07/2023,23.739,82.472,100.0,1003.383
03:21:21 21/07/2023,23.743,82.438,100.0,1003.388
03:23:25 21/07/2023,23.741000000000003,82.544,100.0,1003.376
03:25:28 21/07/2023,23.741000000000003,82.46199999999999,100.0,1003.382
03:27:33 21/07/2023,23.745,82.50899999999999,100.0,1003.379
03:29:39 21/07/2023,23.743,82.41899999999998,100.0,1003.391
03:31:45 21/07/2023,23.475,83.13700000000001,100.0,1003.304
03:33:51 21/07/2023,23.471,83.118,100.0,1003.307
03:35:53 21/07/2023,23.466,83.048,100.0,1003.316
03:37:56 21/07/2023,23.46,83.02600000000001,100.0,1003.317
03:40:01 21/07/2023,23.456,83.06099999999999,100.0,1003.313
03:42:08 21/07/2023,23.45,82.983,100.0,1003.323
03:44:10 21/07/2023,23.447,82.885,100.0,1003.335
03:46:15 21/07/2023,23.44,82.941,100.0,1003.328
03:48:23 21/07/2023,23.432,83.10000000000001,100.0,1003.311
03:50:29 21/07/2023,23.43200000000001,82.976,100.0,1003.324
03:52:34 21/07/2023,23.422000000000004,82.96099999999998,100.0,1003.325
03:54:39 21/07/2023,23.413,82.98499999999999,100.0,1003.321
03:56:41 21/07/2023,23.328,82.735,100.0,1003.352
03:58:47 21/07/2023,23.335,82.689,100.0,1003.356
04:00:53 21/07/2023,23.342,82.889,100.0,1003.335
04:02:57 21/07/2023,23.351000000000003,82.784,100.0,1003.347
04:05:01 21/07/2023,23.364,82.71000000000001,100.0,1003.355
04:07:05 21/07/2023,23.37,82.637,100.0,1003.368
04:09:10 21/07/2023,23.376,82.742,100.0,1003.352
04:11:12 21/07/2023,23.385,82.732,100.0,1003.352
04:13:20 21/07/2023,23.392,82.7,100.0,1003.355
04:15:24 21/07/2023,23.399000000000004,82.681,100.0,1003.36
04:17:28 21/07/2023,23.412,82.651,100.0,1003.362
04:19:35 21/07/2023,23.413,82.86,100.0,1003.337
04:21:39 21/07/2023,23.616666666666667,82.33777777777777,100.0,1003.4011111111108
04:23:46 21/07/2023,23.636,82.249,100.0,1003.4109999999998
04:25:52 21/07/2023,23.646,82.225,100.0,1003.412
04:27:55 21/07/2023,23.655,82.36699999999999,100.0,1003.399
04:29:57 21/07/2023,23.664,82.301,100.0,1003.402
04:32:02 21/07/2023,23.672000000000004,82.26,100.0,1003.41
04:34:07 21/07/2023,23.682,82.258,100.0,1003.409
04:36:13 21/07/2023,23.695,82.12599999999999,100.0,1003.427
04:38:18 21/07/2023,23.706,82.138,100.0,1003.423
04:40:24 21/07/2023,23.724,82.01,100.0,1003.439
04:42:31 21/07/2023,23.733,82.07000000000001,100.0,1003.432
04:44:38 21/07/2023,23.74222222222222,82.0188888888889,100.0,1003.4366666666668
04:46:43 21/07/2023,23.859,82.522,100.0,1003.381
04:48:47 21/07/2023,23.851,82.549,100.0,1003.3750000000002
04:50:52 21/07/2023,23.847,82.58800000000001,100.0,1003.368
04:52:56 21/07/2023,23.844,82.77400000000002,100.0,1003.347
04:55:01 21/07/2023,23.841,82.76,100.0,1003.3490000000002
04:57:05 21/07/2023,23.843,82.71700000000001,100.0,1003.354
04:59:08 21/07/2023,23.835999999999995,82.816,100.0,1003.34
05:01:15 21/07/2023,23.834,82.68100000000001,100.0,1003.355
05:03:21 21/07/2023,23.832,82.77900000000001,100.0,1003.347
05:05:27 21/07/2023,23.828,82.845,100.0,1003.336
05:07:30 21/07/2023,23.831,82.768,100.0,1003.347
05:09:32 21/07/2023,23.82444444444444,82.78333333333335,100.0,1003.3455555555556
05:11:35 21/07/2023,23.68444444444444,81.89333333333335,100.0,1003.4522222222222
05:13:39 21/07/2023,23.68,81.72,100.0,1003.47
05:15:42 21/07/2023,23.676,81.61099999999999,100.0,1003.486
05:17:48 21/07/2023,23.677,81.548,100.0,1003.494
05:19:53 21/07/2023,23.669,81.569,100.0,1003.495
05:21:58 21/07/2023,23.664,81.57199999999999,100.0,1003.49
05:23:59 21/07/2023,23.662,81.56,100.0,1003.4919999999998
05:26:04 21/07/2023,23.665000000000003,81.42499999999998,100.0,1003.507
05:28:06 21/07/2023,23.662,81.455,100.0,1003.505
05:30:12 21/07/2023,23.663,81.276,100.0,1003.528
05:32:13 21/07/2023,23.668,81.227,100.0,1003.531
05:34:20 21/07/2023,23.671000000000003,81.13462999999999,100.0,1003.543
05:36:26 21/07/2023,23.81,80.649,100.0,1003.602
05:38:27 21/07/2023,23.802,80.48899999999999,100.0,1003.62
05:40:32 21/07/2023,23.791999999999994,80.31000000000002,100.0,1003.64
05:42:36 21/07/2023,23.775,80.40100000000001,100.0,1003.632
05:44:41 21/07/2023,23.755000000000003,80.26899999999998,100.0,1003.646
05:46:46 21/07/2023,23.735,80.27599999999998,100.0,1003.645
05:48:49 21/07/2023,23.698,80.285,100.0,1003.6419999999998
05:50:54 21/07/2023,23.649,80.256,100.0,1003.647
05:52:57 21/07/2023,23.6,80.21600000000001,100.0,1003.651
05:55:01 21/07/2023,23.567,80.227,100.0,1003.653
05:57:07 21/07/2023,23.518,80.218,100.0,1003.654
05:59:11 21/07/2023,,,,
06:01:15 21/07/2023,22.515,79.42999999999999,100.0,1003.745
06:03:22 21/07/2023,22.520000000000003,79.40899999999999,100.0,1003.749
06:05:28 21/07/2023,22.520000000000003,79.636,100.0,1003.722
06:07:34 21/07/2023,22.526,79.52600000000001,100.0,1003.734
06:09:36 21/07/2023,22.529,79.518,100.0,1003.736
06:11:40 21/07/2023,22.529000000000003,79.49,100.0,1003.74
06:13:43 21/07/2023,22.533,79.435,100.0,1003.745
06:15:47 21/07/2023,22.533,79.376,100.0,1003.752
06:17:55 21/07/2023,22.525,79.378,100.0,1003.749
06:20:01 21/07/2023,22.528,79.252,100.0,1003.768
06:22:04 21/07/2023,22.521,79.321,100.0,1003.758
06:24:08 21/07/2023,22.521000000000004,79.33900000000001,100.0,1003.759
06:26:13 21/07/2023,23.507,78.139,100.0,1003.9
06:28:16 21/07/2023,23.553999999999995,78.056,100.0,1003.911
06:30:19 21/07/2023,23.601,78.13700000000001,100.0,1003.897
06:32:23 21/07/2023,23.634,78.16999999999999,100.0,1003.896
06:34:28 21/07/2023,23.665000000000003,78.236,100.0,1003.887
06:36:31 21/07/2023,23.694,78.16699999999999,100.0,1003.8979999999998
06:38:34 21/07/2023,23.735,78.17999999999999,100.0,1003.895
06:40:40 21/07/2023,23.78,78.228,100.0,1003.89
06:42:44 21/07/2023,23.832,78.094,100.0,1003.904
06:44:48 21/07/2023,23.883000000000003,78.16999999999999,100.0,1003.898
06:46:54 21/07/2023,23.929,78.21799999999999,100.0,1003.892
06:49:00 21/07/2023,23.98555555555556,78.24000000000001,100.0,1003.8877777777776
06:51:04 21/07/2023,28.967,79.231,68.964,1003.77
06:53:07 21/07/2023,29.023000000000003,79.24,68.63999999999999,1003.768
06:55:09 21/07/2023,29.085,79.253,68.362,1003.766
06:57:14 21/07/2023,29.144,79.32199999999999,68.13199999999999,1003.761
06:59:17 21/07/2023,29.198,79.416,67.88700000000001,1003.747
07:01:22 21/07/2023,29.254,79.36500000000001,67.565,1003.755
07:03:29 21/07/2023,29.303,79.376,67.362,1003.752
07:05:30 21/07/2023,29.341,79.38500000000002,67.066,1003.75
07:07:33 21/07/2023,29.351,79.412,66.59599999999999,1003.745
07:09:36 21/07/2023,29.382,79.374,66.33699999999999,1003.752
07:11:42 21/07/2023,29.413000000000004,79.22,66.045,1003.769
07:13:43 21/07/2023,29.463000000000005,79.39500000000001,65.96799999999999,1003.75
07:15:47 21/07/2023,26.54125,77.17875000000001,84.75375,1004.01625
07:17:52 21/07/2023,25.553000000000004,76.546,91.083,1004.09
07:19:53 21/07/2023,25.555,76.49499999999999,91.193,1004.096
07:21:57 21/07/2023,25.559,76.38699999999999,91.329,1004.108
07:24:00 21/07/2023,25.561,76.46000000000001,91.485,1004.101
07:26:05 21/07/2023,25.567,76.398,91.589,1004.1080000000002
07:28:10 21/07/2023,25.564,76.414,91.701,1004.105
07:30:13 21/07/2023,25.554,76.483,91.84,1004.0980000000002
07:32:17 21/07/2023,25.551,76.411,91.991,1004.106
07:34:21 21/07/2023,25.547,76.40599999999999,92.184,1004.108
07:36:26 21/07/2023,25.544,76.439,92.407,1004.104
07:38:34 21/07/2023,25.542,76.41600000000001,92.64,1004.105
07:40:37 21/07/2023,25.55,76.255,92.825,1004.124
07:42:41 21/07/2023,27.18142857142857,74.17285714285715,97.98571428571428,1004.3714285714286
07:44:46 21/07/2023,27.841,73.357,100.0,1004.471
07:46:50 21/07/2023,27.848000000000003,73.253,100.0,1004.482
07:48:51 21/07/2023,27.847,73.259,100.0,1004.481
07:50:56 21/07/2023,27.860000000000003,73.295,100.0,1004.477
07:53:03 21/07/2023,27.863,73.366,100.0,1004.468
07:55:08 21/07/2023,27.876,73.19300000000001,100.0,1004.489
07:57:11 21/07/2023,27.877,73.222,100.0,1004.486
07:59:16 21/07/2023,27.889,73.23400000000001,100.0,1004.484
08:01:21 21/07/2023,27.905,73.21600000000001,100.0,1004.486
08:03:24 21/07/2023,27.920000000000005,73.20599999999999,100.0,1004.488
08:05:28 21/07/2023,27.938,73.02600000000001,100.0,1004.51
08:07:35 21/07/2023,27.948,72.9736,100.0,1004.52
08:09:35 21/07/2023,28.90666666666667,72.48777777777777,100.0,1004.5733333333332
08:11:39 21/07/2023,28.920000000000005,72.525,100.0,1004.569
08:13:42 21/07/2023,28.929,72.513,100.0,1004.57
08:15:47 21/07/2023,28.948,72.51599999999999,100.0,1004.57
08:17:51 21/07/2023,28.968,72.40100000000001,100.0,1004.584
08:19:54 21/07/2023,28.98,72.522,100.0,1004.5689999999998
08:22:01 21/07/2023,29.001,72.54299999999998,100.0,1004.566
08:24:07 21/07/2023,29.016,72.317,100.0,1004.595
08:26:09 21/07/2023,29.022,72.42699999999999,100.0,1004.579
08:28:14 21/07/2023,29.033000000000005,72.37200000000001,100.0,1004.591
08:30:19 21/07/2023,29.046000000000003,72.549,100.0,1004.568
08:32:23 21/07/2023,29.052222222222227,72.59555555555556,100.0,1004.5622222222224
08:34:26 21/07/2023,29.115,73.018,91.806,1004.51
08:36:30 21/07/2023,29.133,72.846,91.89,1004.532
08:38:33 21/07/2023,29.147,72.80399999999999,91.981,1004.537
08:40:37 21/07/2023,29.162,72.84899999999999,92.066,1004.5320000000002
08:42:42 21/07/2023,29.183000000000003,72.862,92.166,1004.527
08:44:44 21/07/2023,29.201,72.89900000000002,92.35,1004.527
08:46:48 21/07/2023,29.232,72.776,92.468,1004.539
08:48:52 21/07/2023,29.25,72.745,92.549,1004.544
08:50:55 21/07/2023,29.267999999999997,72.675,92.488,1004.552
08:52:58 21/07/2023,29.273,72.59,92.27,1004.559
08:55:03 21/07/2023,29.272,72.62100000000001,91.996,1004.559
08:57:07 21/07/2023,29.279999999999998,72.62000000000002,91.825,1004.558
08:59:09 21/07/2023,29.397777777777783,72.92888888888889,89.75222222222222,1004.5211111111108
09:01:13 21/07/2023,29.431,73.10499999999999,89.494,1004.499
09:03:18 21/07/2023,29.447,73.252,90.01700000000001,1004.4830000000002
09:05:23 21/07/2023,29.479000000000003,73.05999999999999,90.735,1004.507
09:07:26 21/07/2023,29.512,72.96099999999998,91.242,1004.518
09:09:30 21/07/2023,29.551,72.90599999999999,91.699,1004.525
09:11:35 21/07/2023,29.587999999999997,72.921,92.129,1004.5220000000002
09:13:41 21/07/2023,29.609,72.90100000000001,92.005,1004.519
09:15:46 21/07/2023,29.632,72.91999999999999,91.493,1004.521
09:17:50 21/07/2023,29.654000000000003,72.975,90.866,1004.5170000000002
09:19:54 21/07/2023,29.672000000000004,72.961,90.128,1004.519
09:22:00 21/07/2023,29.688,73.013,89.045,1004.511
09:24:05 21/07/2023,29.687,73.162,87.935,1004.495
09:26:10 21/07/2023,30.046666666666667,74.15444444444444,77.51666666666667,1004.3744444444444
09:28:13 21/07/2023,30.177000000000003,74.37199999999999,74.399,1004.351
09:30:18 21/07/2023,30.199,74.204,74.069,1004.369
09:32:22 21/07/2023,30.184000000000005,74.262,73.283,1004.363
